0,1,2,3,4,5,6,7,8,9
0.8065598272590888,0.340780131423738,0.379564775886412,0.3956758500803268,0.11100199405742128,0.3915231391836571,0.6640177622693454,0.686162064822251,0.03051671085558183,0.4578114788026151
0.6158515630222707,0.3268920536123029,0.1711748041183172,0.7242786534813941,0.939107181528178,0.2618232146901298,0.11123921265699943,0.3693821687784864,0.27308634213862215,0.7418189897468135
0.30800819605412355,0.208336933523808,0.9260842179741291,0.3337490446999053,0.15084040293429246,0.34222020530107766,0.6500691394969353,0.1254925887325573,0.975369774243983,0.39982349305192655
0.5433984515413117,0.7657776561147772,0.7818888492069285,0.12154229053999765,0.8479985492805121,0.16642042116887312,0.83363359667108,0.19914341613874897,0.5500724292279102,0.9145445060616761
0.44820373222711607,0.018331257346080987,0.49379391427312547,0.3633957702227921,0.8577608853056763,0.5618439448222973,0.7013394646709767,0.2940562353141527,0.986730263479281,0.8066062954822392
0.11094127257379593,0.7942324251678395,0.15769854132045424,0.28158830900898735,0.4325350050696828,0.1557113253976139,0.9388200192160747,0.9776108069033771,0.37190390919169547,0.9669967870062119
0.07564443768056017,0.9446345959204104,0.5730893633829652,0.04912335445101779,0.06503437451272542,0.36027388850711584,0.6157528372480466,0.07690278898866443,0.37023749979181564,0.5386420508397339
0.27208911078673514,0.781942485223764,0.6292905253160026,0.14572112520060543,0.14799564387411424,0.37663667572345205,0.7783479885403757,0.03828791828655309,0.8487047258044927,0.655755065508528
0.19140791634928211,0.5658619937761116,0.08252624797284902,0.1073661618944931,0.5232933638684408,0.017980369385774297,0.2590816492686593,0.048859377462155185,0.41802048112467727,0.8758719521785302
0.8174740060551012,0.9648830325924996,0.22538353869071426,0.04099514785268532,0.4643730382949174,0.8068047171606706,0.1658970466346621,0.5068110824710678,0.684240670658688,0.795124985377
0.9618602249161539,0.7880956976165759,0.5445314854195229,0.8810322942352633,0.48223541057043207,0.051997685750974076,0.6546993350753287,0.7550851936580658,0.13103989839761765,0.7563300164693001
0.9990302283646127,0.3270808913160852,0.4869144931636026,0.18537004841887772,0.8878463775964822,0.4810217592732349,0.6062201611756506,0.278214224559609,0.5913017951986848,0.14418510023943065
0.9487563154539165,0.19586628207322232,0.25408923938897976,0.25031147830497213,0.6499840478552974,0.0886727444739357,0.7428674434862725,0.6745317604622716,0.4834258401204291,0.892952495678705
0.9892760497794452,0.8623210413775912,0.03642584399920756,0.8698546319562862,0.19756237058715131,0.6000728951567286,0.438450079393776,0.5682920625547109,0.8067686326948197,0.6714071655940249
0.8200309447176827,0.3282538373650422,0.6330088080431028,0.4117452066245765,0.025149923389385265,0.031200612156404794,0.7955011913677272,0.846805918937244,0.7294765441099824,0.6533821152633311
0.025134105826584263,0.2673546268048278,0.9582951952804625,0.11781581246390826,0.07523328102880111,0.4535229074432302,0.08693382563273988,0.9263740318204333,0.6864936485677058,0.3811898141916731
0.03117894514860875,0.0012304121808630608,0.48135384765474065,0.3233292089829969,0.18254392160109856,0.11272539964470851,0.06837657388418994,0.4368489805946397,0.9311379317161269,0.3177388123825524
0.6814291623955759,0.017519741606528916,0.9603899623554497,0.3244908812123619,0.45872692198320086,0.20144752101973795,0.8694747818230735,0.6591220737401029,0.1040005694906343,0.9160476981564513
0.8503954049522875,0.3236904195933039,0.2829726963388878,0.25223948816993447,0.9300795256742472,0.67089299345329,0.1923862112192677,0.9985486033667794,0.6782989112016649,0.8692837360960491
0.5078855082480608,0.8761646909163257,0.3586783383713994,0.2509708078965759,0.5193787739648839,0.10164871387420393,0.9669739832493617,0.7201073165408274,0.7628428185655788,0.47060301426096796
0.722195503251158,0.27869587315347,0.6507151823995265,0.6296303166521888,0.7010166259141475,0.41855841659162396,0.06485821370089118,0.6387991409155901,0.27868568831736384,0.24494699740083659
0.2060344184455355,0.5333340178898776,0.8035783468074377,0.5079037796075232,0.11830677875319917,0.9595088550651862,0.6755050363432726,0.2826081050001281,0.47794759137244425,0.5857141267484886
0.14415352163136808,0.14465060529478357,0.31593546969490505,0.9767730611610895,0.17060111339940087,0.3038033848127376,0.026748917192968347,0.2044933610623727,0.641349106040946,0.24476567344878786
0.6426711999621424,0.3308852589218497,0.7001209361590957,0.8141138697323016,0.1361291703022558,0.8746138435141482,0.3864022007632193,0.5349520042745122,0.6824252037689473,0.7507124123484364
0.6440180121858285,0.8658619220680144,0.9968042188064409,0.7476963689748204,0.09147964698772904,0.9905573055351882,0.8545706084969112,0.14741636571051997,0.04387695690409521,0.40887158158729653
0.781586530814396,0.6246814287810688,0.791618286938856,0.5688277705402797,0.05750948938807987,0.805814408925976,0.4056739306548707,0.6478690139841732,0.16015871380295743,0.46037482881058267
0.2635096000240639,0.8441959284076959,0.12559447615798958,0.8073046272115925,0.4719979170918497,0.8132112283154664,0.4460802222434084,0.9266602316071746,0.8567440565683997,0.653102100507565
0.6616426199883894,0.6534569421795231,0.060763135497509446,0.9426395319174345,0.6559204665095016,0.794794117499792,0.725742428686534,0.48227906190891134,0.9585877045838008,0.6334643229175559
0.8666973429058055,0.4269682682982341,0.8403656739168948,0.30791764125282994,0.07069066243042621,0.6812893011666498,0.36353154894607365,0.21490315144758443,0.04800807471215229,0.4872464499227116
0.7868213740083386,0.8944918566289396,0.8681792191453078,0.6593997663511378,0.8496483766983318,0.4566967460711776,0.43593979029107777,0.08114511706198047,0.8869939216138469,0.29308996700928636
0.7939454428805248,0.9287556483836256,0.8587142666021439,0.41464534645979445,0.36555192498873945,0.9642412083673962,0.9366904385876588,0.4216864511503793,0.005303675647260198,0.9936807367994537
0.909491181043847,0.13384400156446496,0.4852798523836631,0.6348457892662005,0.1034537746961407,0.13858063809671695,0.7100938272418926,0.9853699829486907,0.8953526671644564,0.5407694685413524
0.9871040733715265,0.35931475197818397,0.07012074389531242,0.8354282732634257,0.8950056822762682,0.17717493512079452,0.8463030344907566,0.6124673140141087,0.957935940757921,0.470723690386867
0.2665584654318912,0.7161036788202948,0.921304130718378,0.7906575426080399,0.6252661071969987,0.4340498366686909,0.23653834249380956,0.7575079649572368,0.6895090249248711,0.10535849456648982
0.29018264028583163,0.4465772945434415,0.9356577522020414,0.19254129476645443,0.9337849677834194,0.4731436324384609,0.8885960913247367,0.2983185398440539,0.24363857514220122,0.9033089868253961
0.07733189658157968,0.5075005200840063,0.3476525943971247,0.5706187174252931,0.36911731804185643,0.9443181062349374,0.3982196768771956,0.1119927444485882,0.3979642531905194,0.8716083001986923
0.9092980978095134,0.7779549468567766,0.2386682925395318,0.17521959627179517,0.6631096809673449,0.5356605344121804,0.4703783817044206,0.5775626910678586,0.762545714338211,0.7191522081110123
0.19763527369922596,0.25361085441751363,0.5929139867787647,0.21776863349514963,0.41530043606613753,0.5136732709311945,0.3905082234546854,0.6639641394480511,0.31699379130516614,0.4032673298046473
0.7663672406135296,0.07078021473167051,0.8159304863903124,0.1531409261341894,0.5603617098429827,0.1025876310028545,0.6250938053880496,0.49551002325563953,0.3348292338981905,0.7732679946199201
0.5078879203740669,0.8825145836897729,0.050830898730138796,0.7505327243399346,0.7710166102631746,0.2730603319162449,0.37758637543322415,0.3164322871293075,0.6942673698275323,0.3725585131784732
0.9471242732957246,0.9678178107274334,0.20012222912619237,0.9999303660842481,0.2581407789419772,0.22142356134123686,0.010233308933589313,0.3633730237526577,0.3737848960075123,0.5483741339195586
0.8917223567776762,0.18059062880098464,0.3515872380143955,0.6769304134077262,0.6067296142299482,0.8533957211942634,0.4748430332518567,0.3028648671517453,0.8782222011564892,0.09484968851771058
0.15599710413064782,0.9925686250767966,0.5824485490629608,0.49740889002571365,0.2958528068869931,0.9080972456010494,0.941324242954036,0.9805125939737512,0.30984785220310096,0.6234237542896006
0.0768622692126073,0.05516238447800437,0.607157554212129,0.3226494096197706,0.9435458475804247,0.8457107050499791,0.4777618071269929,0.40018186936317723,0.05691300545080047,0.5579947677521422
0.5539494520649338,0.12590596037559965,0.028480212182138365,0.6697816950623481,0.6382248165549353,0.07526432402288652,0.9839497473253287,0.8646688459230231,0.035954238009831,0.33927275283678393
0.08799478145180728,0.05545552812891419,0.40381569768964154,0.21917567305223729,0.44826071799399103,0.10110723943175115,0.4082368395902273,0.942271212735021,0.2916642568705554,0.37180955481332945
0.18616488685586075,0.8613952128823793,0.7510416724937501,0.7715086031855356,0.3792326869370486,0.307221380088047,0.38561941095099883,0.8160256198538136,0.14464835008746935,0.9499390685758453
0.2981483233887863,0.6948670978841168,0.9175378223110123,0.12756859245993157,0.9985521875778812,0.08816717412486308,0.8676228439882496,0.004003608938978664,0.1931650002616745,0.039305276266235034
0.6687344152036716,0.8317715317222398,0.7074220158576608,0.897058604403269,0.6470922404643127,0.4272075160437424,0.2575583262195602,0.8373843887675773,0.2959325594807394,0.845588603302588
0.6367941460511399,0.41752816969837125,0.36940878688460943,0.2781788601031535,0.9661416958007548,0.016417882898991043,0.28674624504800117,0.689229061115693,0.18269754559030327,0.9059389244035176
